frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m
1627,55.834,1.947,2.091,bbox,19.287,15.68,22.06,16.341,1.9015,3.518
1628,55.868,1.881,2.038,bbox,19.402,15.68,22.06,16.415,1.9741,3.523
1629,55.903,1.84,1.947,bbox,19.503,15.68,22.06,16.415,2.0252,3.5166
1630,55.937,1.777,1.881,bbox,19.576,15.68,22.06,16.415,2.0959,3.5131
1631,55.971,1.797,1.84,bbox,19.627,15.68,22.06,16.415,2.1255,3.4927
1632,56.005,1.033,1.797,pose,19.698,15.68,22.06,16.415,2.1706,3.4968
1633,56.04,1.819,1.797,bbox,19.698,15.68,22.06,16.415,2.1331,3.4316
1634,56.074,1.814,1.797,bbox,19.698,15.68,22.06,16.415,2.1081,3.4169
1635,56.108,1.407,1.797,pose,19.698,15.68,22.117,16.415,2.1099,3.4214
1636,56.143,1.797,1.797,bbox,19.698,15.68,22.117,16.415,2.1177,3.4408
1637,56.177,1.767,1.797,bbox,19.698,15.68,22.117,16.415,2.1515,3.4632
1638,56.211,1.72,1.767,bbox,19.698,15.68,22.117,16.415,2.1731,3.4797
1639,56.246,1.753,1.753,bbox,19.753,15.68,22.117,16.446,2.2122,3.5079
1640,56.28,1.749,1.753,bbox,19.753,15.68,22.117,16.446,2.2211,3.5673
1641,56.314,1.197,1.749,pose,19.814,15.68,22.117,16.491,2.2403,3.5823
1642,56.349,1.724,1.724,bbox,19.814,15.68,22.117,16.55,2.241,3.5885
1643,56.383,1.742,1.742,bbox,19.814,15.68,22.117,16.55,2.2084,3.5966
1644,56.417,1.231,1.724,pose,19.814,15.68,22.117,16.55,2.1675,3.6222
1645,56.452,1.877,1.724,bbox,19.814,15.68,22.117,16.55,2.1269,3.6188
1646,56.486,1.941,1.742,bbox,19.814,15.725,22.117,16.599,2.0768,3.6158
1647,56.52,1.474,1.742,pose,19.814,15.766,22.117,16.599,2.0762,3.7416
1648,56.555,2.084,1.877,bbox,19.814,15.816,22.117,16.599,2.0546,3.6955
1649,56.589,2.109,1.941,bbox,19.814,15.816,22.117,16.678,2.0423,3.6952
1650,56.623,1.575,1.941,pose,19.814,15.816,22.117,16.678,2.0439,3.7042
1651,56.658,2.121,2.084,bbox,19.814,15.816,22.117,16.678,2.0517,3.714
1652,56.692,2.12,2.109,bbox,19.814,15.816,22.117,16.678,2.0628,3.7245
1653,56.726,1.68,2.109,pose,19.814,15.816,22.117,16.678,2.0865,3.7507
1654,56.76,2.151,2.12,bbox,19.814,15.816,22.117,16.678,2.1295,3.7976
1655,56.795,2.136,2.121,bbox,19.814,15.816,22.117,16.734,2.1478,3.8343
1656,56.829,1.689,2.12,pose,19.867,15.816,22.117,16.781,2.2058,3.8831
1657,56.863,2.087,2.087,bbox,19.867,15.816,22.117,16.818,2.2588,3.9173
1658,56.898,2.17,2.136,bbox,19.943,15.816,22.117,16.866,2.3017,3.9641
1659,56.932,1.727,2.087,pose,19.996,15.816,22.117,16.9,2.3034,3.9984
1660,56.966,2.214,2.087,bbox,20.039,15.816,22.117,16.947,2.3048,4.0254
1661,57.001,2.221,2.17,bbox,20.039,15.816,22.117,16.982,2.3079,4.0613
1662,57.035,1.712,2.17,pose,20.039,15.816,22.117,16.982,2.3239,4.0878
1663,57.069,2.262,2.214,bbox,20.039,15.816,22.117,17.045,2.3077,4.0884
1664,57.104,2.302,2.221,bbox,20.039,15.816,22.117,17.045,2.2839,4.1044
1665,57.138,1.758,2.221,pose,20.039,15.816,22.117,17.045,2.3019,4.116
1666,57.172,2.235,2.235,bbox,20.039,15.816,22.117,17.088,2.3486,4.1369
1667,57.207,2.221,2.235,bbox,20.039,15.816,22.117,17.088,2.3769,4.1579
1668,57.241,1.785,2.221,pose,20.086,15.816,22.117,17.12,2.3591,4.1841
1669,57.275,2.3,2.221,bbox,20.086,15.816,22.117,17.12,2.3573,4.1983
1670,57.31,2.201,2.221,bbox,20.086,15.816,22.117,17.167,2.4463,4.2421
1671,57.344,1.711,2.201,pose,20.086,15.816,22.117,17.167,2.4782,4.2796
1672,57.378,2.228,2.201,bbox,20.184,15.816,22.117,17.225,2.5099,4.313
1673,57.412,2.249,2.228,bbox,20.215,15.816,22.117,17.263,2.4865,4.3502
1674,57.447,1.816,2.201,pose,20.215,15.816,22.117,17.296,2.4592,4.3905
1675,57.481,2.181,2.181,bbox,20.215,15.816,22.117,17.333,2.5011,4.4247
1676,57.515,2.197,2.197,bbox,20.215,15.816,22.117,17.374,2.5229,4.4435
1677,57.55,2.021,2.181,pose,20.215,15.816,22.117,17.408,2.533,4.4784
1678,57.584,2.243,2.181,bbox,20.26,15.816,22.117,17.408,2.5294,4.4984
1679,57.618,2.252,2.197,bbox,20.26,15.816,22.117,17.462,2.5283,4.5404
1680,57.653,1.722,2.197,pose,20.26,15.816,22.117,17.462,2.5411,4.5831
1681,57.687,2.443,2.243,bbox,20.26,15.816,22.117,17.524,2.5561,4.6118
1682,57.721,2.487,2.252,bbox,20.26,15.816,22.117,17.566,2.5591,4.6341
1683,57.756,1.911,2.252,pose,20.293,15.816,22.117,17.566,2.6116,4.6602
1684,57.79,2.548,2.443,bbox,20.293,15.816,22.117,17.617,2.5901,4.6763
1685,57.824,2.454,2.454,bbox,20.327,15.816,22.117,17.617,2.6735,4.6942
1686,57.859,1.997,2.454,pose,20.327,15.816,22.117,17.659,2.6545,4.7109
1687,57.893,2.41,2.41,bbox,20.392,15.816,22.117,17.659,2.718,4.7182
1688,57.927,2.37,2.41,bbox,20.392,15.816,22.117,17.694,2.7586,4.7558
1689,57.962,2.273,2.37,bbox,20.455,15.816,22.117,17.694,2.8863,4.8131
1690,57.996,2.193,2.273,bbox,20.496,15.816,22.117,17.739,3.0015,4.8552
1691,58.03,2.111,2.273,bbox,20.623,15.816,22.117,17.796,3.0585,4.8402
1692,58.065,2.098,2.193,bbox,20.739,15.816,22.117,17.796,3.0661,4.8223
1693,58.099,2.112,2.112,bbox,20.785,15.816,22.117,17.796,3.0482,4.8011
1694,58.133,2.055,2.111,bbox,20.785,15.816,22.117,17.796,3.0619,4.781
1695,58.167,2.023,2.098,bbox,20.785,15.816,22.117,17.796,3.0795,4.7475
1696,58.202,1.967,2.055,bbox,20.785,15.816,22.149,17.796,3.114,4.733
1697,58.236,1.924,2.023,bbox,20.817,15.816,22.183,17.796,3.143,4.733
1698,58.27,1.097,1.967,pose,20.851,15.816,22.183,17.796,3.1608,4.6949
1699,58.305,,,,20.851,15.816,22.183,17.796,,
1700,58.339,1.79,1.924,bbox,20.851,15.816,22.183,17.796,3.1578,4.6303
1701,58.373,1.743,1.79,bbox,20.894,15.816,22.235,17.796,3.1563,4.5928
1702,58.408,1.689,1.743,bbox,20.894,15.816,22.3,17.796,3.1536,4.546
1703,58.442,1.613,1.689,bbox,20.894,15.816,22.338,17.796,3.1558,4.4945
1704,58.476,1.165,1.689,pose,20.894,15.816,22.384,17.796,3.1542,4.4156
1705,58.511,1.494,1.613,bbox,20.894,15.816,22.436,17.796,3.1524,4.4186
1706,58.545,1.493,1.494,bbox,20.894,15.816,22.512,17.796,3.1498,4.4112
1707,58.579,1.212,1.493,pose,20.894,15.816,22.512,17.796,3.1525,4.3442
1708,58.614,1.382,1.382,bbox,20.894,15.816,22.512,17.796,3.1603,4.3375
1709,58.648,1.417,1.417,bbox,20.894,15.816,22.582,17.796,3.1385,4.3487
1710,58.682,0.994,1.382,pose,20.894,15.816,22.582,17.796,3.134,4.3703
1711,58.717,1.48,1.382,bbox,20.894,15.816,22.582,17.796,3.1522,4.391
1712,58.751,1.507,1.417,bbox,20.894,15.816,22.582,17.796,3.1419,4.3936
1713,58.785,1.116,1.417,pose,20.894,15.816,22.582,17.839,3.1499,4.4152
1714,58.819,1.541,1.48,bbox,20.894,15.816,22.582,17.839,3.1553,4.4333
1715,58.854,1.572,1.507,bbox,20.894,15.816,22.582,17.839,3.1554,4.4664
1716,58.888,1.151,1.507,pose,20.894,15.816,22.582,17.881,3.164,4.4916
1717,58.922,1.575,1.541,bbox,20.894,15.816,22.582,17.914,3.1711,4.5034
1718,58.957,1.59,1.572,bbox,20.894,15.816,22.582,17.914,3.1786,4.5293
1719,58.991,0.966,1.572,pose,20.894,15.816,22.582,17.951,3.1935,4.5387
1720,59.025,1.578,1.575,bbox,20.894,15.816,22.582,17.951,3.2079,4.5506
1721,59.06,1.62,1.578,bbox,20.931,15.816,22.582,17.986,3.2196,4.5826
1722,59.094,0.98,1.578,pose,20.931,15.816,22.582,17.986,3.2361,4.6019
1723,59.128,1.697,1.578,bbox,20.931,15.816,22.582,18.03,3.229,4.6079
1724,59.163,1.736,1.62,bbox,20.931,15.816,22.582,18.03,3.2173,4.6214
1725,59.197,1.004,1.62,pose,20.931,15.816,22.582,18.03,3.2171,4.6319
1726,59.231,1.738,1.697,bbox,20.931,15.816,22.582,18.069,3.2064,4.6455
1727,59.266,1.728,1.728,bbox,20.931,15.816,22.582,18.069,3.1962,4.6423
1728,59.3,1.052,1.728,pose,20.931,15.816,22.582,18.069,3.2006,4.6516
1729,59.334,1.718,1.718,bbox,20.931,15.816,22.582,18.069,3.1965,4.6609
1730,59.369,1.763,1.728,bbox,20.931,15.816,22.582,18.099,3.1771,4.6869
1731,59.403,1.193,1.718,pose,20.931,15.816,22.582,18.099,3.1684,4.6937
1732,59.437,1.799,1.718,bbox,20.931,15.816,22.582,18.135,3.1664,4.6958
1733,59.472,1.807,1.763,bbox,20.931,15.816,22.582,18.135,3.1561,4.6816
1734,59.506,1.285,1.763,pose,20.931,15.816,22.582,18.135,3.1438,4.6685
1735,59.54,1.833,1.799,bbox,20.931,15.853,22.582,18.135,3.129,4.6598
1736,59.574,1.828,1.807,bbox,20.931,15.853,22.582,18.135,3.1343,4.6693
1737,59.609,1.286,1.807,pose,20.931,15.853,22.582,18.135,3.1307,4.6679
1738,59.643,1.807,1.807,bbox,20.931,15.853,22.582,18.135,3.1246,4.6772
1739,59.677,1.822,1.822,bbox,20.931,15.853,22.582,18.135,3.1176,4.6948
1740,59.712,1.325,1.807,pose,20.931,15.885,22.582,18.135,3.1133,4.7057
1741,59.746,1.86,1.807,bbox,20.931,15.885,22.582,18.135,3.1037,4.7124
1742,59.78,1.901,1.822,bbox,20.931,15.885,22.582,18.135,3.0963,4.7322
1743,59.815,1.362,1.822,pose,20.931,15.885,22.582,18.135,3.0792,4.7423
1744,59.849,1.996,1.86,bbox,20.931,15.885,22.582,18.18,3.0775,4.7638
1745,59.883,2.039,1.901,bbox,20.931,15.93,22.582,18.18,3.0777,4.7899
1746,59.918,1.48,1.901,pose,20.931,15.93,22.582,18.211,3.0786,4.7943
1747,59.952,2.061,1.996,bbox,20.931,15.93,22.582,18.211,3.0765,4.7939
1748,59.986,2.02,2.02,bbox,20.931,15.93,22.582,18.211,3.0771,4.7916
1749,60.021,1.435,2.02,pose,20.931,15.93,22.582,18.211,3.07,4.78
1750,60.055,1.991,1.991,bbox,20.931,15.93,22.582,18.211,3.0651,4.7758
1751,60.089,1.957,1.991,bbox,20.931,15.93,22.582,18.211,3.0584,4.7571
1752,60.124,1.422,1.957,pose,20.931,15.93,22.582,18.211,3.0514,4.7338
1753,60.158,1.912,1.912,bbox,20.931,15.93,22.582,18.211,3.0432,4.7075
1754,60.192,1.926,1.926,bbox,20.931,15.93,22.612,18.211,3.0407,4.6979
1755,60.226,1.419,1.912,pose,20.931,15.966,22.612,18.211,3.0326,4.688
1756,60.261,1.947,1.912,bbox,20.931,15.966,22.647,18.211,3.0168,4.6792
1757,60.295,1.948,1.926,bbox,20.931,15.966,22.647,18.211,3.0152,4.6745
1758,60.329,1.452,1.926,pose,20.931,15.966,22.647,18.211,3.0074,4.6733
1759,60.364,1.981,1.947,bbox,20.931,15.966,22.647,18.211,3.0004,4.6723
1760,60.398,1.958,1.948,bbox,20.931,16.002,22.647,18.211,3.0003,4.6688
1761,60.432,1.488,1.948,pose,20.931,16.002,22.647,18.211,2.988,4.6755
1762,60.467,2.0,1.958,bbox,20.931,16.002,22.647,18.211,2.9744,4.6798
1763,60.501,2.028,1.981,bbox,20.931,16.002,22.647,18.211,2.9465,4.677
1764,60.535,1.495,1.958,pose,20.931,16.035,22.647,18.211,2.9105,4.6638
1765,60.57,2.082,2.0,bbox,20.931,16.035,22.647,18.211,2.902,4.6671
1766,60.604,2.118,2.028,bbox,20.931,16.099,22.647,18.211,2.905,4.7
1767,60.638,1.545,2.028,pose,20.931,16.099,22.647,18.211,2.91,4.7201
1768,60.673,2.196,2.082,bbox,20.931,16.099,22.647,18.211,2.9056,4.7472
1769,60.707,2.196,2.118,bbox,20.931,16.099,22.647,18.211,2.9165,4.7469
1770,60.741,1.601,2.118,pose,20.931,16.099,22.647,18.26,2.9357,4.7499
1771,60.776,2.154,2.154,bbox,20.931,16.099,22.647,18.26,2.9717,4.749
1772,60.81,2.133,2.154,bbox,20.931,16.099,22.647,18.26,2.9876,4.7444
1773,60.844,1.643,2.133,pose,20.992,16.099,22.647,18.26,2.991,4.7442
1774,60.879,2.092,2.092,bbox,20.992,16.099,22.647,18.26,3.0063,4.7321
1775,60.913,2.013,2.092,bbox,20.992,16.099,22.647,18.26,3.0254,4.7226
1776,60.947,1.391,2.013,pose,21.027,16.099,22.647,18.26,3.0336,4.7145
1777,60.981,2.035,2.013,bbox,21.027,16.099,22.647,18.26,3.0523,4.7077
1778,61.016,2.027,2.027,bbox,21.027,16.099,22.68,18.26,3.0586,4.7032
1779,61.05,1.426,2.013,pose,21.073,16.099,22.68,18.26,3.0539,4.6935
1780,61.084,2.04,2.027,bbox,21.073,16.099,22.68,18.26,3.0377,4.6943
1781,61.119,2.015,2.027,bbox,21.073,16.099,22.68,18.26,3.0255,4.7015
1782,61.153,1.424,2.015,pose,21.073,16.099,22.68,18.26,3.0139,4.7108
1783,61.187,2.054,2.015,bbox,21.073,16.099,22.68,18.26,2.9949,4.7174
1784,61.222,2.074,2.04,bbox,21.073,16.137,22.68,18.26,2.9814,4.7332
1785,61.256,1.489,2.015,pose,21.073,16.137,22.68,18.26,2.9671,4.7495
1786,61.29,2.148,2.054,bbox,21.073,16.17,22.68,18.26,2.9643,4.7787
1787,61.325,2.197,2.074,bbox,21.073,16.17,22.68,18.295,2.9623,4.8115
1788,61.359,1.617,2.074,pose,21.073,16.17,22.68,18.295,2.963,4.8407
1789,61.393,2.251,2.148,bbox,21.073,16.17,22.68,18.357,2.96,4.8517
1790,61.428,2.261,2.197,bbox,21.073,16.17,22.68,18.357,2.9519,4.8594
1791,61.462,1.602,2.197,pose,21.073,16.17,22.68,18.397,2.9564,4.8645
1792,61.496,2.25,2.25,bbox,21.073,16.17,22.68,18.397,2.9588,4.8655
1793,61.531,2.2,2.25,bbox,21.073,16.17,22.68,18.397,2.9638,4.8577
1794,61.565,1.551,2.2,pose,21.073,16.17,22.68,18.397,2.9661,4.8507
1795,61.599,2.156,2.156,bbox,21.073,16.17,22.68,18.397,2.9656,4.8448
1796,61.633,2.157,2.157,bbox,21.073,16.17,22.68,18.397,2.9748,4.8427
1797,61.668,1.578,2.156,pose,21.073,16.17,22.68,18.397,2.981,4.8334
1798,61.702,2.162,2.156,bbox,21.073,16.17,22.68,18.397,2.9787,4.8249
1799,61.736,2.146,2.156,bbox,21.073,16.17,22.68,18.397,2.9765,4.8101
1800,61.771,1.598,2.146,pose,21.073,16.17,22.68,18.397,2.9768,4.8065
1801,61.805,2.132,2.132,bbox,21.073,16.17,22.721,18.397,2.9968,4.8055
1802,61.839,2.145,2.145,bbox,21.073,16.17,22.721,18.397,3.023,4.8044
1803,61.874,1.493,2.132,pose,21.073,16.17,22.721,18.397,3.0607,4.8094
1804,61.908,2.04,2.04,bbox,21.114,16.17,22.721,18.397,3.1,4.8151
1805,61.942,2.063,2.063,bbox,21.152,16.17,22.721,18.397,3.134,4.8454
1806,61.977,1.516,2.04,pose,21.191,16.17,22.721,18.397,3.1798,4.8573
1807,62.011,2.118,2.04,bbox,21.225,16.17,22.721,18.433,3.1426,4.8594
1808,62.045,2.254,2.063,bbox,21.225,16.17,22.721,18.433,3.1304,4.9029
1809,62.08,1.689,2.063,pose,21.225,16.17,22.721,18.433,3.1212,4.9215
1810,62.114,2.397,2.118,bbox,21.225,16.17,22.721,18.49,3.1115,4.9265
1811,62.148,2.414,2.254,bbox,21.225,16.17,22.721,18.49,3.0982,4.9177
1812,62.183,1.843,2.254,pose,21.225,16.17,22.721,18.49,3.0604,4.9052
1813,62.217,2.464,2.397,bbox,21.225,16.205,22.721,18.49,3.0351,4.8919
1814,62.251,2.463,2.414,bbox,21.225,16.243,22.721,18.49,3.0201,4.8758
1815,62.286,1.589,2.414,pose,21.225,16.243,22.721,18.49,3.0021,4.8326
1816,62.32,2.357,2.357,bbox,21.225,16.284,22.721,18.49,2.9803,4.7839
1817,62.354,2.297,2.357,bbox,21.225,16.284,22.792,18.49,2.9716,4.7059
1818,62.388,2.29,2.297,bbox,21.225,16.323,22.84,18.49,2.9705,4.6955
1819,62.423,2.259,2.29,bbox,21.225,16.323,22.918,18.49,2.9688,4.6666
1820,62.457,2.24,2.29,bbox,21.225,16.323,22.918,18.49,2.9676,4.6418
1821,62.491,1.446,2.259,pose,21.225,16.323,22.958,18.49,2.9882,4.5675
1822,62.526,2.085,2.24,bbox,21.225,16.323,22.958,18.49,3.0655,4.5988
1823,62.56,2.02,2.085,bbox,21.225,16.323,23.026,18.49,3.026,4.5373
1824,62.594,1.4,2.02,pose,21.225,16.323,23.057,18.49,2.994,4.4303
1825,62.629,1.941,1.941,bbox,21.225,16.323,23.087,18.49,2.931,4.4263
1826,62.663,2.054,2.02,bbox,21.225,16.323,23.158,18.49,2.8977,4.4662
1827,62.697,1.769,1.941,pose,21.225,16.373,23.194,18.49,2.876,4.42
1828,62.732,1.997,1.941,bbox,21.225,16.406,23.194,18.49,2.8601,4.4193
1829,62.766,1.936,1.941,bbox,21.225,16.406,23.194,18.49,2.8568,4.4105
1830,62.8,1.353,1.936,pose,21.225,16.444,23.194,18.49,2.8569,4.3844
1831,62.835,1.987,1.936,bbox,21.225,16.444,23.194,18.49,2.8624,4.3709
1832,62.869,1.974,1.974,bbox,21.225,16.444,23.24,18.49,2.8615,4.371
1833,62.903,2.598,1.974,pose,21.225,16.444,23.24,18.49,2.8698,4.3504
1834,62.938,2.327,1.987,bbox,21.225,16.444,23.24,18.49,2.877,4.3213
1835,62.972,2.375,2.327,bbox,21.225,16.444,23.274,18.49,2.8722,4.2927
1836,63.006,,,,21.225,16.444,23.274,18.49,,
1837,63.04,,,,21.225,16.444,23.274,18.49,,
1838,63.075,,,,21.225,16.444,23.274,18.49,,
1839,63.109,,,,21.225,16.444,23.274,18.49,,
1840,63.143,1.679,2.327,bbox,21.225,16.444,23.274,18.49,2.8488,4.1133
1841,63.178,1.624,2.327,bbox,21.225,16.444,23.332,18.49,2.8677,4.1105
1842,63.212,1.36,1.679,pose,21.225,16.444,23.482,18.49,2.9073,4.0525
1843,63.246,1.379,1.624,bbox,21.225,16.444,23.482,18.49,2.9423,4.0298
1844,63.281,1.299,1.379,bbox,21.272,16.444,23.542,18.49,2.9848,4.039
1845,63.315,1.244,1.36,bbox,21.307,16.444,23.542,18.49,3.009,4.0272
1846,63.349,1.241,1.299,bbox,21.35,16.444,23.542,18.49,3.0101,4.0421
1847,63.384,1.256,1.256,bbox,21.35,16.444,23.542,18.49,2.9957,4.0631
1848,63.418,1.032,1.244,pose,21.35,16.444,23.542,18.49,2.9752,4.0678
1849,63.452,1.317,1.244,bbox,21.35,16.444,23.542,18.49,2.9612,4.0759
1850,63.487,1.319,1.256,bbox,21.35,16.444,23.542,18.49,2.9605,4.0798
1851,63.521,1.029,1.256,pose,21.35,16.444,23.542,18.49,2.9533,4.1067
1852,63.555,1.339,1.317,bbox,21.35,16.444,23.542,18.49,2.9572,4.1057
1853,63.59,1.371,1.319,bbox,21.35,16.444,23.542,18.544,2.9941,4.132
1854,63.624,1.391,1.339,bbox,21.35,16.444,23.542,18.544,3.025,4.1611
1855,63.658,1.238,1.339,bbox,21.35,16.444,23.542,18.544,3.1742,4.1709
1856,63.693,1.241,1.339,bbox,21.39,16.444,23.542,18.599,3.1574,4.182
1857,63.727,1.22,1.241,bbox,21.522,16.444,23.542,18.599,3.1614,4.1832
1858,63.761,1.268,1.241,bbox,21.522,16.444,23.542,18.599,3.155,4.198
1859,63.795,1.263,1.241,bbox,21.522,16.444,23.542,18.599,3.1682,4.2137
1860,63.83,1.263,1.263,bbox,21.522,16.444,23.542,18.636,3.1714,4.2451
1861,63.864,1.261,1.263,bbox,21.522,16.444,23.542,18.636,3.1968,4.2697
1862,63.898,1.302,1.263,bbox,21.522,16.444,23.542,18.683,3.1943,4.31
1863,63.933,1.39,1.263,pose,21.522,16.444,23.542,18.683,3.1854,4.3552
1864,63.967,1.38,1.302,bbox,21.556,16.444,23.542,18.748,3.1908,4.3826
1865,64.001,1.415,1.38,bbox,21.556,16.444,23.542,18.793,3.1899,4.4232
1866,64.036,1.543,1.39,pose,21.556,16.444,23.542,18.793,3.1806,4.4433
1867,64.07,1.501,1.415,bbox,21.556,16.444,23.542,18.861,3.125,4.4462
1868,64.104,1.482,1.482,bbox,21.556,16.444,23.542,18.861,3.1024,4.4337
1869,64.139,1.433,1.482,pose,21.556,16.509,23.542,18.861,3.0844,4.4085
1870,64.173,1.481,1.482,bbox,21.556,16.509,23.542,18.861,3.0633,4.4023
1871,64.207,1.484,1.482,bbox,21.556,16.55,23.542,18.861,3.0358,4.3947
1872,64.242,1.191,1.481,pose,21.556,16.55,23.542,18.861,3.0274,4.4043
1873,64.276,1.498,1.481,bbox,21.556,16.599,23.542,18.861,3.0325,4.4066
1874,64.31,1.516,1.484,bbox,21.556,16.599,23.542,18.861,3.0346,4.4224
1875,64.345,1.071,1.484,pose,21.556,16.599,23.542,18.861,3.0412,4.4344
1876,64.379,1.553,1.498,bbox,21.556,16.599,23.542,18.861,3.0246,4.4488
1877,64.413,1.574,1.516,bbox,21.556,16.599,23.542,18.861,2.9398,4.3926
1878,64.447,1.628,1.553,bbox,21.556,16.599,23.542,18.861,2.8465,4.3228
1879,64.482,1.561,1.561,bbox,21.556,16.695,23.573,18.861,2.7797,4.2062
1880,64.516,1.524,1.561,bbox,21.556,16.788,23.643,18.861,2.715,4.0986
1881,64.55,1.604,1.574,bbox,21.556,16.855,23.759,18.861,2.6871,4.1658
1882,64.585,1.528,1.561,bbox,21.556,16.901,23.8,18.861,2.733,4.1575
1883,64.619,1.526,1.528,bbox,21.556,16.901,23.8,18.861,2.7571,4.1854
1884,64.653,,,,21.556,16.901,23.8,18.861,,
1885,64.688,,,,21.556,16.901,23.8,18.861,,
1886,64.722,,,,21.556,16.901,23.8,18.861,,
1887,64.756,3.697,1.528,pose,21.556,16.901,23.8,18.861,2.3499,6.9719
1888,64.791,3.846,1.604,bbox,21.556,16.947,23.8,18.861,2.3695,6.8439
1889,64.825,3.754,3.697,bbox,21.556,17.097,23.8,19.031,2.3862,6.7945
1890,64.859,3.591,3.697,pose,21.556,17.097,23.8,19.031,2.3953,6.7591
1891,64.894,3.673,3.697,bbox,21.556,17.097,23.8,19.031,2.4164,6.7037
1892,64.928,3.635,3.673,bbox,21.556,17.097,23.835,19.031,2.4417,6.6429
1893,64.962,3.579,3.635,bbox,21.586,17.097,23.891,19.031,2.4715,6.622
1894,64.997,3.524,3.591,bbox,21.586,17.097,23.951,19.031,2.5189,6.6393
1895,65.031,3.492,3.579,bbox,21.641,17.097,23.951,19.031,2.534,6.6149
1896,65.065,3.284,3.524,pose,21.689,17.097,23.951,19.031,2.5636,6.6098
1897,65.1,3.449,3.492,bbox,21.689,17.097,23.951,19.031,2.5601,6.6118
1898,65.134,3.435,3.449,bbox,21.73,17.097,23.951,19.031,2.5676,6.6172
1899,65.168,3.248,3.435,pose,21.73,17.097,23.951,19.031,2.5792,6.6533
1900,65.202,3.497,3.435,bbox,21.73,17.097,23.951,19.031,2.5911,6.6741
1901,65.237,3.506,3.449,bbox,21.73,17.097,23.951,19.031,2.6036,6.6994
1902,65.271,3.241,3.435,pose,21.761,17.097,23.951,19.062,2.6197,6.7327
1903,65.305,3.525,3.497,bbox,21.761,17.097,23.951,19.062,2.6198,6.7502
1904,65.34,3.547,3.506,bbox,21.761,17.097,23.951,19.12,2.6071,6.7589
1905,65.374,3.546,3.525,bbox,21.761,17.097,23.951,19.12,2.6173,6.7595
1906,65.408,3.512,3.525,bbox,21.761,17.097,23.951,19.12,2.636,6.7499
1907,65.443,3.468,3.525,bbox,21.761,17.097,23.951,19.12,2.6943,6.7309
1908,65.477,3.045,3.512,pose,21.806,17.097,23.951,19.12,2.7292,6.7072
1909,65.511,3.389,3.468,bbox,21.864,17.097,23.951,19.12,2.7546,6.6791
1910,65.546,3.356,3.389,bbox,21.899,17.097,23.951,19.12,2.7891,6.6456
1911,65.58,3.352,3.356,bbox,21.899,17.097,24.005,19.12,2.7994,6.6171
1912,65.614,3.334,3.352,bbox,21.959,17.097,24.038,19.12,2.8239,6.6017
1913,65.649,3.279,3.352,bbox,21.959,17.097,24.038,19.12,2.8593,6.5927
1914,65.683,3.273,3.334,bbox,21.994,17.097,24.082,19.12,2.8957,6.5825
1915,65.717,3.287,3.287,bbox,22.029,17.097,24.082,19.12,2.9152,6.6041
1916,65.752,3.223,3.279,bbox,22.065,17.097,24.082,19.12,2.942,6.5894
1917,65.786,2.779,3.273,pose,22.065,17.097,24.082,19.12,2.9525,6.6074
1918,65.82,3.189,3.223,bbox,22.112,17.097,24.082,19.12,2.9672,6.5675
1919,65.854,3.143,3.189,bbox,22.112,17.097,24.082,19.12,2.9984,6.5604
1920,65.889,2.568,3.143,pose,22.112,17.097,24.113,19.12,3.0037,6.5706
1921,65.923,3.07,3.07,bbox,22.168,17.097,24.113,19.12,3.0162,6.5323
1922,65.957,3.001,3.07,bbox,22.168,17.097,24.113,19.12,3.0665,6.5028
1923,65.992,2.431,3.001,pose,22.168,17.097,24.152,19.12,3.0706,6.4194
1924,66.026,2.854,2.854,bbox,22.236,17.097,24.152,19.12,3.1164,6.3831
1925,66.06,2.842,2.854,bbox,22.236,17.097,24.265,19.12,3.1413,6.3751
1926,66.095,2.299,2.842,pose,22.286,17.097,24.301,19.12,3.1491,6.3746
1927,66.129,2.889,2.842,bbox,22.286,17.097,24.301,19.12,3.1547,6.3743
1928,66.163,2.899,2.854,bbox,22.319,17.097,24.301,19.12,3.1699,6.3964
1929,66.198,2.326,2.842,pose,22.319,17.097,24.301,19.12,3.1861,6.3924
1930,66.232,2.867,2.867,bbox,22.319,17.097,24.301,19.12,3.2015,6.3724
1931,66.266,2.861,2.867,bbox,22.356,17.097,24.301,19.12,3.2124,6.3746
1932,66.301,2.293,2.861,pose,22.356,17.097,24.301,19.12,3.2299,6.3832
1933,66.335,2.829,2.829,bbox,22.356,17.097,24.301,19.12,3.234,6.3932
1934,66.369,2.801,2.829,bbox,22.4,17.097,24.301,19.12,3.2406,6.3891
1935,66.404,2.229,2.801,pose,22.4,17.097,24.301,19.12,3.2651,6.3805
1936,66.438,2.788,2.788,bbox,22.4,17.097,24.301,19.12,3.2741,6.3827
1937,66.472,2.755,2.788,bbox,22.435,17.097,24.301,19.12,3.3095,6.3818
1938,66.507,2.287,2.755,pose,22.435,17.097,24.301,19.12,3.3334,6.4093
1939,66.541,2.766,2.755,bbox,22.479,17.097,24.301,19.12,3.3524,6.4172
1940,66.575,2.759,2.759,bbox,22.479,17.097,24.301,19.12,3.368,6.4269
1941,66.609,2.33,2.755,pose,22.522,17.097,24.301,19.151,3.3788,6.4142
