frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m
274,4.571,2.763,2.763,bbox,0.509,0.186,0.573,0.788
275,4.588,2.756,2.763,bbox,0.509,0.186,0.606,0.788
276,4.605,2.4,2.756,pose,0.509,0.186,0.606,0.788
277,4.621,2.797,2.756,bbox,0.509,0.186,0.606,0.788
278,4.638,2.817,2.763,bbox,0.509,0.186,0.606,0.788
279,4.655,2.427,2.756,pose,0.509,0.186,0.606,0.788
280,4.671,2.84,2.797,bbox,0.509,0.186,0.606,0.788
281,4.688,2.834,2.817,bbox,0.509,0.186,0.606,0.788
282,4.705,2.358,2.817,pose,0.509,0.186,0.606,0.788
283,4.721,2.802,2.802,bbox,0.509,0.186,0.606,0.788
284,4.738,2.775,2.802,bbox,0.509,0.186,0.606,0.788
285,4.755,2.188,2.775,pose,0.509,0.186,0.606,0.788
286,4.771,2.727,2.727,bbox,0.509,0.186,0.649,0.788
287,4.788,2.759,2.759,bbox,0.509,0.186,0.68,0.788
288,4.805,2.016,2.727,pose,0.509,0.186,0.68,0.788
289,4.821,2.675,2.675,bbox,0.509,0.186,0.68,0.788
290,4.838,2.637,2.675,bbox,0.509,0.186,0.68,0.788
291,4.855,1.92,2.637,pose,0.509,0.186,0.68,0.788
292,4.872,2.64,2.637,bbox,0.509,0.186,0.743,0.788
293,4.888,2.62,2.637,bbox,0.509,0.186,0.743,0.788
294,4.905,1.854,2.62,pose,0.509,0.186,0.743,0.788
295,4.922,2.626,2.62,bbox,0.509,0.186,0.743,0.788
296,4.938,2.603,2.62,bbox,0.509,0.186,0.743,0.788
297,4.955,1.836,2.603,pose,0.509,0.186,0.743,0.788
298,4.972,2.579,2.579,bbox,0.509,0.186,0.743,0.788
299,4.988,2.568,2.579,bbox,0.509,0.186,0.743,0.788
300,5.005,1.796,2.568,pose,0.509,0.186,0.743,0.788
301,5.022,2.527,2.527,bbox,0.509,0.186,0.743,0.788
302,5.038,2.481,2.527,bbox,0.509,0.186,0.743,0.788
303,5.055,1.781,2.481,pose,0.509,0.186,0.743,0.788
304,5.072,2.443,2.443,bbox,0.509,0.186,0.743,0.788
305,5.088,2.409,2.443,bbox,0.509,0.186,0.743,0.788
306,5.105,1.784,2.409,pose,0.509,0.186,0.743,0.788
307,5.122,2.36,2.36,bbox,0.509,0.186,0.743,0.788
308,5.138,2.329,2.36,bbox,0.509,0.186,0.743,0.788
309,5.155,1.753,2.329,pose,0.509,0.186,0.743,0.788
310,5.172,2.259,2.259,bbox,0.509,0.186,0.743,0.788
311,5.189,2.24,2.259,bbox,0.509,0.186,0.743,0.788
312,5.205,1.73,2.24,pose,0.509,0.186,0.743,0.788
313,5.222,2.203,2.203,bbox,0.509,0.186,0.776,0.788
314,5.239,2.199,2.203,bbox,0.509,0.186,0.776,0.788
315,5.255,1.741,2.199,pose,0.509,0.186,0.776,0.788
316,5.272,2.198,2.198,bbox,0.509,0.186,0.776,0.788
317,5.289,2.192,2.198,bbox,0.509,0.186,0.776,0.788
318,5.305,1.735,2.192,pose,0.509,0.186,0.776,0.788
319,5.322,2.194,2.192,bbox,0.509,0.186,0.776,0.788
320,5.339,2.186,2.192,bbox,0.509,0.186,0.776,0.788
321,5.355,1.743,2.186,pose,0.509,0.186,0.776,0.788
322,5.372,2.162,2.162,bbox,0.509,0.186,0.776,0.788
323,5.389,2.186,2.186,bbox,0.509,0.186,0.776,0.788
324,5.405,1.737,2.162,pose,0.509,0.186,0.776,0.788
325,5.422,2.208,2.162,bbox,0.509,0.186,0.776,0.788
326,5.439,2.229,2.186,bbox,0.509,0.186,0.776,0.788
327,5.455,1.743,2.186,pose,0.509,0.186,0.776,0.788
328,5.472,2.251,2.208,bbox,0.509,0.186,0.776,0.788
329,5.489,2.275,2.229,bbox,0.509,0.186,0.776,0.788
330,5.506,1.765,2.229,pose,0.509,0.186,0.776,0.788
331,5.522,2.323,2.251,bbox,0.509,0.186,0.776,0.788
332,5.539,2.335,2.275,bbox,0.509,0.186,0.776,0.819
333,5.556,1.78,2.275,pose,0.509,0.186,0.776,0.819
334,5.572,2.372,2.323,bbox,0.509,0.186,0.776,0.819
335,5.589,2.39,2.335,bbox,0.509,0.186,0.776,0.819
336,5.606,1.798,2.335,pose,0.509,0.186,0.776,0.819
337,5.622,2.438,2.372,bbox,0.509,0.186,0.776,0.852
338,5.639,2.458,2.39,bbox,0.509,0.186,0.776,0.852
339,5.656,1.853,2.39,pose,0.509,0.186,0.776,0.852
340,5.672,2.521,2.438,bbox,0.509,0.222,0.776,0.852
341,5.689,2.527,2.458,bbox,0.509,0.222,0.776,0.852
342,5.706,1.931,2.458,pose,0.509,0.222,0.776,0.852
343,5.722,2.53,2.521,bbox,0.509,0.222,0.776,0.852
344,5.739,2.523,2.523,bbox,0.509,0.222,0.776,0.852
345,5.756,1.941,2.523,pose,0.509,0.222,0.776,0.852
346,5.772,2.497,2.497,bbox,0.509,0.222,0.776,0.852
347,5.789,2.474,2.497,bbox,0.509,0.222,0.776,0.852
348,5.806,1.961,2.474,pose,0.509,0.222,0.776,0.852
349,5.822,2.514,2.474,bbox,0.509,0.222,0.776,0.852
350,5.839,2.535,2.497,bbox,0.509,0.222,0.776,0.852
351,5.856,2.049,2.474,pose,0.509,0.222,0.776,0.852
352,5.873,2.565,2.514,bbox,0.509,0.222,0.776,0.883
353,5.889,2.626,2.535,bbox,0.509,0.222,0.776,0.883
354,5.906,2.175,2.535,pose,0.509,0.222,0.776,0.915
355,5.923,2.671,2.565,bbox,0.509,0.222,0.776,0.915
356,5.939,2.737,2.626,bbox,0.509,0.222,0.776,0.915
357,5.956,2.365,2.626,pose,0.509,0.222,0.776,0.915
358,5.973,2.799,2.671,bbox,0.509,0.222,0.776,0.915
359,5.989,2.818,2.737,bbox,0.509,0.222,0.776,0.958
360,6.006,2.484,2.737,pose,0.509,0.222,0.776,0.958
361,6.023,2.851,2.799,bbox,0.509,0.222,0.776,0.996
362,6.039,2.867,2.818,bbox,0.509,0.222,0.776,0.996
363,6.056,2.558,2.818,pose,0.509,0.222,0.776,0.996
364,6.073,2.928,2.851,bbox,0.509,0.284,0.776,0.996
365,6.089,2.965,2.867,bbox,0.509,0.284,0.776,0.996
366,6.106,2.639,2.867,pose,0.509,0.284,0.776,0.996
367,6.123,3.091,2.928,bbox,0.509,0.324,0.776,0.996
368,6.139,3.024,2.965,bbox,0.509,0.324,0.776,0.996
369,6.156,2.536,2.965,pose,0.509,0.324,0.776,0.996
370,6.173,3.015,3.015,bbox,0.509,0.324,0.776,0.996
371,6.19,2.999,3.015,bbox,0.509,0.324,0.776,0.996
372,6.206,2.422,2.999,pose,0.509,0.324,0.776,0.996
373,6.223,3.162,2.999,bbox,0.509,0.324,0.776,0.996
374,6.24,3.127,3.015,bbox,0.509,0.324,0.776,0.996
375,6.256,2.283,2.999,pose,0.509,0.324,0.776,0.996
376,6.273,2.957,2.957,bbox,0.509,0.324,0.814,0.996
377,6.29,2.946,2.957,bbox,0.509,0.324,0.814,0.996
378,6.306,2.187,2.946,pose,0.509,0.324,0.814,0.996
379,6.323,2.938,2.938,bbox,0.509,0.324,0.814,0.996
380,6.34,2.944,2.944,bbox,0.509,0.324,0.814,0.996
381,6.356,2.179,2.938,pose,0.509,0.324,0.814,0.996
382,6.373,2.926,2.926,bbox,0.509,0.324,0.847,0.996
383,6.39,2.915,2.926,bbox,0.509,0.324,0.847,0.996
384,6.406,2.172,2.915,pose,0.509,0.324,0.847,0.996
385,6.423,2.958,2.915,bbox,0.509,0.324,0.847,0.996
386,6.44,2.967,2.926,bbox,0.509,0.324,0.847,0.996
387,6.456,2.252,2.915,pose,0.509,0.324,0.847,0.996
388,6.473,2.98,2.958,bbox,0.509,0.324,0.847,0.996
389,6.49,2.945,2.958,bbox,0.509,0.324,0.847,0.996
390,6.506,2.282,2.945,pose,0.509,0.324,0.847,0.996
391,6.523,2.917,2.917,bbox,0.509,0.324,0.847,0.996
392,6.54,2.908,2.917,bbox,0.509,0.324,0.847,0.996
393,6.557,2.353,2.908,pose,0.509,0.324,0.847,0.996
394,6.573,2.853,2.853,bbox,0.509,0.324,0.894,0.996
395,6.59,2.843,2.853,bbox,0.509,0.324,0.894,0.996
396,6.607,2.438,2.843,pose,0.509,0.324,0.894,0.996
397,6.623,2.777,2.777,bbox,0.509,0.324,0.894,0.996
398,6.64,2.764,2.777,bbox,0.509,0.324,0.952,0.996
399,6.657,2.431,2.764,pose,0.509,0.324,0.952,0.996
400,6.673,2.688,2.688,bbox,0.509,0.324,0.952,0.996
401,6.69,2.663,2.688,bbox,0.509,0.324,0.983,0.996
402,6.707,2.366,2.663,pose,0.509,0.324,0.983,0.996
403,6.723,2.647,2.647,bbox,0.509,0.324,1.04,0.996
404,6.74,2.646,2.647,bbox,0.509,0.324,1.04,0.996
405,6.757,2.284,2.646,pose,0.509,0.324,1.04,0.996
406,6.773,2.637,2.637,bbox,0.509,0.324,1.04,0.996
407,6.79,2.578,2.637,bbox,0.509,0.324,1.04,0.996
408,6.807,2.074,2.578,pose,0.509,0.324,1.04,0.996
409,6.823,2.53,2.53,bbox,0.509,0.324,1.04,0.996
410,6.84,2.512,2.53,bbox,0.509,0.324,1.083,0.996
411,6.857,1.931,2.512,pose,0.509,0.324,1.083,0.996
