frame,time_s,distance_raw_m,distance_smooth_m,method,f1_advance_m,f1_retreat_m,f2_advance_m,f2_retreat_m,f1_pos_m,f2_pos_m,f1_stance_m,f2_stance_m,f1_hip_height_m,f2_hip_height_m
198,6.6,3.968,4.027,bbox,1.055,0.977,0.93,0.992,3.9409,7.8039,0.8409,,0.5838,
199,6.633,3.931,4.027,bbox,1.055,1.019,0.93,0.992,3.9585,7.8139,,,,
200,6.667,4.003,4.003,bbox,1.055,1.101,0.93,0.992,3.9506,7.8118,,,,
201,6.7,4.041,4.003,bbox,1.055,1.101,0.93,0.992,3.944,7.8028,0.789,,0.3772,
202,6.733,4.063,4.003,bbox,1.055,1.101,0.93,0.992,3.9093,7.7731,,,,
203,6.767,3.937,4.003,bbox,1.055,1.101,0.93,0.992,3.9359,7.7219,,,,
204,6.8,3.837,4.003,bbox,1.055,1.101,0.93,0.992,3.9495,7.6738,0.8785,,0.5957,
205,6.833,3.862,3.937,bbox,1.055,1.101,0.93,1.067,3.9322,7.6641,,,,
206,6.867,3.808,3.862,bbox,1.055,1.101,0.93,1.116,3.9383,7.6248,,,,
207,6.9,3.04,3.837,pose,1.055,1.101,0.93,1.116,3.972,7.6299,0.836,0.0911,0.6478,-0.0504
208,6.933,3.726,3.808,bbox,1.055,1.101,0.93,1.159,4.0024,7.6258,,,,
209,6.967,3.617,3.726,bbox,1.055,1.132,0.93,1.159,4.0232,7.5668,,,,
210,7.0,3.578,3.617,bbox,1.055,1.163,0.93,1.159,4.0354,7.5263,0.637,,0.5849,
211,7.033,3.613,3.613,bbox,1.055,1.163,0.93,1.223,4.0194,7.5107,,,,
212,7.067,3.555,3.613,bbox,1.055,1.163,0.93,1.263,4.0254,7.4729,,,,
213,7.1,3.52,3.578,bbox,1.055,1.163,0.93,1.263,4.0217,7.4199,0.7667,,0.6009,
214,7.133,3.434,3.555,bbox,1.055,1.163,0.93,1.316,4.0195,7.3433,,,,
215,7.167,3.396,3.52,bbox,1.055,1.163,0.93,1.369,4.0211,7.3127,,,,
216,7.2,3.266,3.434,pose,1.055,1.163,0.93,1.446,3.9986,7.2819,0.778,0.073,0.6606,-0.1562
217,7.233,3.371,3.396,bbox,1.055,1.163,0.93,1.477,3.9605,7.2723,,,,
218,7.267,3.408,3.396,bbox,1.055,1.163,0.93,1.508,3.9294,7.258,,,,
219,7.3,3.479,3.396,bbox,1.097,1.163,0.93,1.508,3.898,7.2627,0.786,,0.7071,
220,7.333,3.434,3.408,bbox,1.128,1.163,0.93,1.508,3.8955,7.2732,,,,
221,7.367,3.464,3.434,bbox,1.159,1.163,0.93,1.508,3.8785,7.2649,,,,
222,7.4,3.489,3.464,bbox,1.159,1.163,0.93,1.508,3.8784,7.2681,0.7204,,0.6409,
223,7.433,3.541,3.479,bbox,1.159,1.163,0.93,1.508,3.8705,7.277,,,,
224,7.467,3.56,3.489,bbox,1.159,1.163,0.93,1.508,3.8753,7.2813,,,,
225,7.5,3.582,3.541,bbox,1.159,1.163,0.93,1.508,3.8686,7.2692,0.727,,0.5833,
226,7.533,3.612,3.56,bbox,1.159,1.163,0.93,1.508,3.861,7.274,,,,
227,7.567,3.642,3.582,bbox,1.159,1.163,0.93,1.508,3.8516,7.2776,,,,
228,7.6,3.649,3.612,bbox,1.196,1.163,0.93,1.508,3.8468,7.2666,0.6929,,0.6481,
229,7.633,3.609,3.612,bbox,1.196,1.163,0.93,1.508,3.8378,7.2592,,,,
230,7.667,3.591,3.612,bbox,1.196,1.163,0.93,1.508,3.833,7.2592,,,,
231,7.7,3.562,3.609,bbox,1.196,1.163,0.93,1.508,3.8131,7.2377,0.5514,,0.7352,
232,7.733,3.551,3.591,bbox,1.196,1.163,0.93,1.508,3.8099,7.2313,,,,
233,7.767,3.554,3.562,bbox,1.244,1.163,0.93,1.552,3.7994,7.2193,,,,
234,7.8,3.617,3.562,bbox,1.244,1.163,0.93,1.552,3.7745,7.1999,0.2274,,0.7091,
235,7.833,3.629,3.562,bbox,1.244,1.163,0.93,1.552,3.7623,7.1695,,,,
236,7.867,3.621,3.617,bbox,1.283,1.163,0.93,1.589,3.7559,7.1457,,,,
